timestamp,event_type,steering,throttle,brake,instruction
1712932480.3742204,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.389251,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.4057758,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.42179,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.4430656,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.4533248,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.4693575,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.4913473,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.5018566,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.5173836,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.5329046,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.550013,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.5710096,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.5807617,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.5968182,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.6198363,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.6297097,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.6447172,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.661809,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.6836007,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.6931508,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.7093391,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.7323415,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.7414098,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.7569091,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.774481,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.7957606,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.8118145,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.8213065,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.843801,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.855285,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.870325,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.8868196,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.90883,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.9253032,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.9338222,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.950306,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.9722128,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.9826257,control,0.0,0.6212635577612914,0.6212635577612914,
1712932480.998866,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.0203874,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.032114,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.0476072,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.0633724,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.0852067,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.1128297,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.1203256,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.1332314,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.1488342,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.1656837,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.1881166,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.1969976,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.2142398,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.236728,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.2452545,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.2616868,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.283674,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.2931767,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.309419,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.3329313,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.3414705,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.364279,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.3728118,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.3889885,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.4119606,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.4280066,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.4369903,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.4534678,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.4760547,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.4852595,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.5012822,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.5173109,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.5383208,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.54933,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.5658307,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.587898,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.5973873,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.6128955,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.6293302,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.651276,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.6692848,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.6768641,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.699251,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.7087557,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.724976,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.7414968,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.763482,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.7730205,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.7889862,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.8118165,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.820955,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.837195,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.8532417,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.8752096,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.884798,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.9012198,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.9179173,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.9388976,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.9489524,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.9654334,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.9871793,control,0.0,0.6212635577612914,0.6212635577612914,
1712932481.996903,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.0135736,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.0295792,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.051147,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.0682542,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.0773602,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.092989,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.1148393,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.1247616,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.1418233,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.1634717,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.1791615,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.1896658,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.2056665,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.227346,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.2368422,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.2531736,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.2761612,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.286161,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.3021739,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.3180628,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.3410323,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.357173,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.3661697,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.3821135,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.4037747,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.4142826,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.4303958,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.4462085,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.468054,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.4785655,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.4940844,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.516859,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.525262,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.5422008,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.5583158,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.5803518,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.5908804,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.6068275,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.6224678,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.6439557,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.654437,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.6706908,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.6921356,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.708209,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.718688,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.7344332,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.756999,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.7657118,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.782243,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.7982621,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.8207278,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.8298314,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.8468153,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.8694134,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.8841403,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.8946233,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.9099991,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.9326994,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.941893,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.9580626,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.981263,control,0.0,0.6212635577612914,0.6212635577612914,
1712932482.991196,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.0056672,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.022012,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.0380197,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.0603597,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.0700219,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.085498,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.108064,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.1184294,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.134218,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.1507773,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.1719124,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.1882985,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.197814,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.214585,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.23712,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.245658,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.2617228,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.284111,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.2945979,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.310888,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.3259525,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.3479893,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.3579934,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.3741207,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.397124,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.4080274,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.423499,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.439504,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.4555025,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.4770305,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.4875305,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.5033803,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.5253577,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.5367174,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.5586736,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.5682101,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.5901675,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.601648,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.6176357,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.633145,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.6556697,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.6661916,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.681194,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.6971757,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.7136705,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.7356012,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.7456272,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.7612495,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.784246,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.8009849,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.8094723,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.8312616,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.8410609,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.8570156,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.8741684,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.8957155,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.9050343,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.921523,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.937963,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.9586873,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.9694848,control,0.0,0.6212635577612914,0.6212635577612914,
1712932483.9856894,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.0078733,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.0173888,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.0334618,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.0492957,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.0710878,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.0815845,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.0968006,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.113691,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.1350765,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.1454058,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.162032,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.1837943,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.1948771,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.2161818,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.2256637,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.2421834,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.2646718,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.2748296,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.290192,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.3127947,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.32195,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.3377867,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.354524,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.376906,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.3868032,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.4025474,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.4189503,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.4405487,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.4496942,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.4667695,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.4897718,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.5006359,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.521731,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.5325067,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.5479715,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.5702138,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.5871649,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.5959418,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.6189907,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.630266,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.6467254,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.6626525,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.6851068,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.695592,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.7116039,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.7271028,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.7434316,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.7654252,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.774929,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.7912056,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.8131843,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.8302336,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.838737,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.854754,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.8776553,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.8871472,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.9036496,control,0.0,0.6212635577612914,0.6212635577612914,
1712932484.925657,control,0.0,0.6212635577612914,0.6212635577612914,
